contract_address,protocol_name,contract_type,version
0xa238dd80c259a72e81d7e4664a9801593f98d1c5,aave_v3,pool,3
0x2d5ee574e710219a521449679a4a7f2b43f046ad,aave_v3,oracle,3
0x43955b0899Ab7232E3a454cf84AedD22Ad46FD33,aave_v3,data_provider,3
0x5e76e98e0963ecdc6a065d1435f84065b7523f39,aave_v3,pool_addresses_provider,3
0xe20fCBdBfFC4Dd138cE8b2E6FBb6CB49777ad64D,aave_v3,acl_manager,3
