address,label_type,label_name,source,confidence
0x3304e22ddaa22bcdc5fca2269b418046ae7b566a,exchange,coinbase,manual,1.0
0x28c6c06298d514db089934071355e5743bf21d60,exchange,binance,manual,1.0
0x21a31ee1afc51d94c2efccaa2092ad1028285549,exchange,binance,manual,1.0
0xdfd5293d8e347dfe59e90efd55b2956a1343963d,exchange,binance,manual,1.0
0x56eddb7aa87536c09ccc2793473599fd21a8b17f,exchange,binance,manual,1.0
0xa238dd80c259a72e81d7e4664a9801593f98d1c5,protocol,aave_v3_pool,manual,1.0
0x0000000000000000000000000000000000000000,system,null_address,manual,1.0
